nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Srta. Ana Júlia Mendes,754.862.390-92,20,27/11/2003,"Pátio Luiz Fernando Jesus, 422
Vale Do Jatoba
89860235 Oliveira das Flores / PB",Acre,Brasil,2404.3,Ensino Fundamental,3,Solteiro,0,Educação
Ian Peixoto,241.836.795-91,54,11/11/1969,"Vereda Silveira, 9
Vila Minaslandia
64009129 Pires das Flores / DF",Acre,Brasil,3628.12,Ensino Fundamental,1,Casado,10,Indústria
Dr. Davi Lucca da Paz,981.742.035-32,58,05/04/1966,"Área Stella Melo
Carmo
43424-191 Teixeira do Amparo / PA",Espírito Santo,Brasil,16929.41,Ensino Médio,1,Solteiro,38,Tecnologia
Vitor Gabriel Almeida,270.341.698-96,22,26/07/2001,"Lagoa Nunes, 169
Cenaculo
69737721 Aragão do Galho / PI",Rio de Janeiro,Brasil,4727.07,Ensino Médio,1,Casado,1,Comércio
Davi Lucas Oliveira,462.359.107-70,48,11/04/1976,"Área Nicole Fernandes, 31
Conjunto Califórnia Ii
15964-878 Moraes / RJ",Amapá,Brasil,4582.19,Ensino Médio,0,Solteiro,12,Educação
Sr. Diogo Santos,329.806.147-69,54,26/05/1969,"Travessa Farias, 34
Vila Suzana Segunda Seção
40197-259 Costela da Mata / GO",Paraíba,Brasil,9132.31,Ensino Superior,3,Casado,13,Tecnologia
Lavínia da Rocha,319.278.056-86,57,05/06/1966,"Conjunto de Barros, 8
Vila Mantiqueira
97972084 Pinto / AC",,Brasil,16288.43,Ensino Superior,3,Casado,16,Tecnologia
Eloah Souza,245.308.917-04,46,05/02/1978,"Estrada Fernando Almeida, 712
Barão Homem De Melo 2ª Seção
05510086 Melo do Norte / PA",Mato Grosso do Sul,Brasil,4003.75,Ensino Médio,0,Solteiro,0,Educação
Isadora Gomes,278.159.034-79,55,06/04/1969,"Estrada Barbosa
Serra
94109205 Vieira / SC",Amapá,Brasil,4091.74,Ensino Fundamental,0,Solteiro,11,Indústria
Srta. Agatha Mendes,972.831.560-03,49,11/05/1974,"Lago de Sales, 659
Ermelinda
17601665 Pinto do Norte / MA",Paraná,Brasil,6228.94,Ensino Superior,0,Solteiro,0,Saúde
Emanuel Souza,904.853.716-93,48,22/06/1975,"Vale de Ramos
Parque São Pedro
50232-973 Caldeira / BA",Santa Catarina,Brasil,8331.31,Ensino Médio,2,Casado,7,Indústria
Larissa da Cruz,043.956.712-25,22,12/09/2001,"Chácara Esther Ribeiro, 12
Vila Pinho
64285-400 Araújo / MA",Alagoas,Brasil,6262.99,Ensino Médio,2,Solteiro,1,Tecnologia
Maria Nascimento,359.726.084-56,50,27/06/1973,"Rodovia Alexandre Fernandes, 32
Alípio De Melo
92999-185 Silveira do Sul / DF",Sergipe,Brasil,3344.24,Ensino Fundamental,0,Solteiro,7,Educação
Francisco Fogaça,264.370.519-06,35,16/01/1989,"Feira Silva, 65
São Gonçalo
08066362 da Luz / AM",Piauí,Brasil,5820.65,Ensino Médio,3,Casado,17,Indústria
Enzo Gabriel Azevedo,348.160.257-07,50,31/07/1973,"Vereda de Nunes, 69
Vila Ipiranga
86922081 Cunha / RS",Rio Grande do Sul,Brasil,7078.47,Ensino Médio,1,Casado,2,Saúde
Arthur Santos,360.829.754-56,43,31/01/1981,"Jardim de Costela, 2
Jardim São José
96480-892 Campos de Farias / PB",São Paulo,Brasil,11475.63,Ensino Superior,0,Casado,8,Indústria
Alexia Nunes,768.915.234-19,22,04/05/2001,"Fazenda Raul Silveira, 12
Centro
24722-004 da Rocha / SE",Alagoas,Brasil,4030.95,Ensino Médio,1,Casado,3,Educação
Lívia Pereira,263.107.589-77,73,24/02/1951,"Área da Conceição
Estrela
63205617 da Mata da Praia / MT",Distrito Federal,Brasil,4359.28,Ensino Médio,1,Casado,23,Educação
Bianca Ferreira,176.209.385-59,24,05/08/1999,"Ladeira Oliveira, 8
Vila Real 1ª Seção
11797133 da Cunha de Ribeiro / PA",Minas Gerais,Brasil,6555.87,Ensino Superior,1,Solteiro,6,Educação
Noah Mendes,741.562.039-99,45,15/02/1979,"Via Melo, 560
Vila São Francisco
41799-970 Ferreira / PB",Amapá,Brasil,10627.47,Ensino Médio,3,Solteiro,9,Tecnologia
Ana Clara Cavalcanti,279.463.510-70,61,17/07/1962,"Favela de Oliveira, 90
Coqueiros
50206-513 da Paz / BA",Acre,Brasil,18314.25,Ensino Superior,1,Solteiro,30,Saúde
Ana Julia Silva,185.296.740-49,24,11/10/1999,"Vale Bernardo Costa
Laranjeiras
60104055 da Costa de Minas / RO",Rondônia,Brasil,3561.0,Ensino Fundamental,0,Casado,0,Saúde
Maria Alice Correia,425.078.361-80,24,25/12/1999,"Aeroporto Rafaela Lima, 24
Gameleira
22311267 Azevedo / MT",Bahia,Brasil,5510.87,Ensino Médio,2,Casado,4,Educação
Matheus Castro,864.390.275-65,21,08/11/2002,"Vale Cauê Pinto, 1
Madre Gertrudes
95875572 da Paz / PI",Rondônia,Brasil,3545.79,Ensino Médio,1,Casado,1,Educação
Davi Lucca Pereira,453.091.278-79,48,18/10/1975,"Colônia Francisco Rocha, 8
Vila Nossa Senhora Do Rosário
28869676 da Mata / MT",Minas Gerais,Brasil,16060.14,Ensino Superior,0,Casado,27,Comércio
Natália Carvalho,749.302.865-65,24,06/04/2000,"Travessa Maria Vitória Freitas, 65
São Bento
00265718 Aragão / DF",Roraima,Brasil,7298.87,Ensino Médio,1,Solteiro,2,Saúde
João Felipe Martins,495.637.012-16,41,19/07/1982,"Feira Fernandes, 884
Vila Piratininga
39516-735 Duarte / SE",Pernambuco,Brasil,5177.05,Ensino Médio,2,Casado,13,Indústria
Sr. Cauã Souza,162.547.389-37,20,22/01/2004,"Parque Fernanda Vieira, 116
Santa Tereza
93892-996 Sales / AL",Rio de Janeiro,Brasil,3705.21,Ensino Fundamental,0,Solteiro,1,Comércio
Bryan Santos,940.628.735-83,24,10/03/2000,"Lago de Farias, 3
Candelaria
52407889 da Rocha de Almeida / RN",Rondônia,Brasil,7435.99,Ensino Médio,1,Casado,4,Saúde
Mariane Moreira,056.813.247-53,20,22/05/2003,"Praça Mirella Pinto, 3
Colégio Batista
82676-165 da Luz da Serra / ES",Pará,Brasil,3393.03,Ensino Superior,3,Solteiro,1,Comércio
Thiago da Costa,180.652.493-70,64,16/08/1959,"Feira Maria Sophia Araújo, 13
Vila Puc
08714-715 Cardoso da Mata / MG",Maranhão,Brasil,11754.29,Ensino Médio,0,Casado,28,Indústria
Mirella Silveira,321.957.604-43,62,30/07/1961,"Vila de da Rosa, 9
Marieta 1ª Seção
01310869 Lopes de Castro / DF",Amapá,Brasil,6032.62,Ensino Médio,0,Divorciado,28,Saúde
Sr. Ryan Araújo,302.564.819-89,26,22/08/1997,"Passarela Mariana Fernandes, 36
Beija Flor
06974-582 Costela Paulista / MA",Maranhão,Brasil,3127.23,Ensino Fundamental,1,Casado,6,Indústria
Alice da Mota,306.928.745-00,69,28/01/1955,"Praça de Lima, 821
Vila Primeiro De Maio
95164021 da Rosa / BA",Pará,Brasil,21622.65,Ensino Superior,0,Solteiro,47,Saúde
Renan da Cunha,862.901.534-98,60,20/11/1963,"Trevo Pietro Fernandes, 6
Vila Petropolis
08809859 Pinto / AL",Mato Grosso,Brasil,9185.51,Ensino Superior,1,Solteiro,32,Saúde
Maria Luiza Azevedo,312.879.046-96,25,12/08/1998,"Trevo Alves, 17
Silveira
99587619 Oliveira / RS",Goiás,Brasil,4452.86,Ensino Médio,1,Divorciado,1,Comércio
João Porto,725.860.931-86,38,03/08/1985,"Travessa Teixeira, 7
Santa Rita
04674831 Carvalho Verde / MS",Rio Grande do Sul,Brasil,11462.45,Ensino Superior,0,Casado,4,Saúde
Benjamin da Luz,213.057.849-79,60,26/09/1963,"Esplanada de Lopes, 77
Barreiro
41637064 Aragão de Goiás / RS",Paraná,Brasil,8718.63,Ensino Médio,1,Casado,34,Indústria
Heloísa Correia,751.643.209-16,83,09/04/1941,"Recanto Pereira, 302
Parque São Pedro
90522-235 Novaes Verde / AP",Santa Catarina,Brasil,4767.62,Ensino Fundamental,1,Divorciado,58,Indústria
Dra. Lorena da Mota,469.152.873-37,38,18/06/1985,"Chácara Sabrina Pereira
Independência
45135-324 Aragão das Pedras / MS",,Brasil,13689.87,Pós-graduação,0,Casado,6,Saúde
Dra. Isabel Gonçalves,987.024.163-87,35,16/12/1988,"Travessa da Rosa, 49
Alto Vera Cruz
61992390 Lima / MS",Rondônia,Brasil,9669.85,Ensino Superior,0,Solteiro,1,Saúde
Carlos Eduardo da Cunha,273.045.891-32,45,10/06/1978,"Campo Gonçalves, 439
Gameleira
08810702 da Mata dos Dourados / MG",Pernambuco,Brasil,11729.36,Ensino Médio,1,Casado,26,Indústria
Caio Sales,908.651.432-42,53,02/12/1970,"Via Gomes, 41
Itatiaia
40507-130 Carvalho de Minas / RJ",Ceará,Brasil,3451.29,Ensino Fundamental,0,Casado,10,Indústria
Davi Luiz da Costa,890.562.731-59,21,23/12/2002,"Trevo de Freitas
Belmonte
96261-036 Peixoto / RS",Roraima,Brasil,3225.73,,0,,1,
Maysa Araújo,841.623.795-64,21,14/09/2002,"Largo Melo, 521
Conjunto Califórnia I
67590930 Carvalho de Moraes / PA",Espírito Santo,Brasil,4106.14,Ensino Médio,2,Casado,0,Educação
Noah Campos,851.347.902-05,65,08/04/1959,"Lagoa Lucas Gabriel Mendes, 74
Saudade
63875758 Rezende da Serra / RS",Pernambuco,Brasil,,Ensino Médio,1,Casado,42,Tecnologia
Rodrigo Monteiro,831.069.745-75,43,24/10/1980,"Área Luigi Fogaça, 93
Conjunto Jatoba
27394677 das Neves de Teixeira / AL",Maranhão,Brasil,6211.58,Ensino Médio,0,Solteiro,18,Educação
Dr. Benjamin Gonçalves,716.543.982-09,84,08/11/1939,"Sítio de Barbosa, 87
São José
16323-125 Mendes / PR",Rio de Janeiro,Brasil,11737.64,Ensino Superior,1,Solteiro,55,Indústria
Alexandre Almeida,486.703.512-26,51,20/10/1972,"Passarela Bruna Castro, 6
Grotinha
60521225 Pires / TO",Minas Gerais,Brasil,3202.01,Ensino Fundamental,0,Solteiro,9,Comércio
Sr. Enzo Silva,367.805.429-38,18,07/12/2005,"Rodovia Gomes, 19
Santa Terezinha
35943-492 Ferreira da Prata / MS",Acre,Brasil,5020.01,Ensino Médio,1,Divorciado,0,Indústria
Maysa Ribeiro,438.920.756-38,47,08/05/1976,"Travessa Peixoto
São Lucas
42786-138 Nunes de Alves / TO",Santa Catarina,Brasil,7033.03,Ensino Superior,1,Casado,3,Comércio
Manuela Campos,654.382.917-64,30,11/09/1993,"Sítio de Gonçalves, 172
Coração Eucarístico
28274-804 da Costa da Mata / GO",Roraima,Brasil,12453.94,Ensino Superior,0,Casado,0,Tecnologia
Larissa Rezende,059.347.862-29,21,07/07/2002,"Parque de Aragão
Vila São Gabriel
47483-836 Ferreira / PI",,Brasil,3511.31,Ensino Médio,4,Solteiro,0,Educação
Dra. Ana Laura Rezende,463.280.571-80,25,09/06/1998,"Vereda Mendes, 53
Santa Maria
90296109 Jesus de das Neves / ES",,Brasil,3705.15,Ensino Médio,1,Divorciado,4,Educação
Ana Sophia Silveira,450.371.298-50,57,30/01/1967,"Praia da Cunha, 37
Boa Vista
81315431 Moraes / RR",Pará,Brasil,10848.6,Ensino Médio,3,Casado,34,Tecnologia
Marcos Vinicius Nogueira,901.342.785-50,19,22/01/2005,"Sítio de Moraes, 559
São Benedito
09634549 Fogaça / PR",Pernambuco,Brasil,2489.58,Ensino Médio,0,Divorciado,0,Indústria
Enzo Gabriel Fogaça,260.479.835-29,19,15/03/2005,"Conjunto de Oliveira, 37
Jardim Felicidade
63164-123 Barbosa da Praia / PE",Roraima,Brasil,6597.5,Ensino Médio,1,Casado,1,Tecnologia
Heitor Ferreira,982.347.156-82,58,24/04/1965,"Recanto Vieira, 9
Padre Eustáquio
42892-516 Lopes / GO",Ceará,Brasil,8401.82,Ensino Médio,0,Casado,34,Tecnologia
Maria Sophia Vieira,107.298.465-20,33,16/10/1990,"Fazenda Amanda Pinto
Camponesa 2ª Seção
62708156 Rocha / SC",Rio Grande do Sul,Brasil,6103.56,Ensino Médio,3,Solteiro,0,Indústria
Dra. Nicole Cardoso,165.329.470-16,38,02/03/1986,"Setor de Campos, 4
Maria Helena
89444-533 Castro / PR",Paraíba,Brasil,13592.4,Ensino Superior,0,Divorciado,18,Comércio
Maria Teixeira,940.132.785-88,23,02/05/2000,"Vila Pereira
Guaratã
72964195 Oliveira da Serra / PE",Amapá,Brasil,6514.7,Ensino Médio,0,Casado,2,Saúde
Rafaela Barbosa,452.106.839-15,18,02/01/2006,"Ladeira Carvalho, 6
Castelo
72316-296 Novaes / PB",Acre,Brasil,5938.3,Ensino Superior,2,Viúvo,0,Indústria
Raquel Ramos,975.368.410-00,59,25/01/1965,"Chácara Yago Lopes
Dona Clara
78656025 Gonçalves / RR",Pará,Brasil,6865.57,Ensino Superior,1,Solteiro,23,Saúde
Ana Julia das Neves,753.419.208-05,64,25/06/1959,"Alameda Theo da Rocha, 723
Conjunto Santa Maria
47592-182 Lopes de Silva / PE",Maranhão,Brasil,6136.53,Ensino Médio,0,Solteiro,40,Educação
Eduardo Ribeiro,653.498.721-09,60,02/09/1963,"Vale Ana Luiza Porto, 66
Conjunto Novo Dom Bosco
03752093 Fogaça / SE",Bahia,Brasil,7938.58,Ensino Superior,2,Casado,19,Educação
Sra. Fernanda Jesus,974.850.612-67,35,03/08/1988,"Distrito Correia, 21
Flamengo
00621-477 Porto / RS",Acre,Brasil,,Ensino Fundamental,2,Solteiro,15,Educação
Rodrigo Cavalcanti,984.276.310-22,20,03/09/2003,"Pátio Duarte, 3
Cdi Jatoba
72448-562 Sales do Campo / AL",Ceará,Brasil,2613.97,Ensino Médio,0,Solteiro,2,Comércio
Melissa Barbosa,704.321.695-80,45,25/05/1978,"Rodovia de Moraes
Buritis
64532-865 Freitas da Prata / RN",Piauí,Brasil,2171.13,Ensino Fundamental,2,Divorciado,0,Educação
Marcos Vinicius Farias,867.925.140-20,33,05/06/1990,"Fazenda Heitor Lopes, 32
São Gabriel
87191691 Cunha / AL",Rio Grande do Sul,Brasil,4813.87,Ensino Superior,0,Casado,0,Educação
Sra. Sarah Barros,853.976.240-47,89,22/01/1935,"Distrito Cauã Duarte, 42
Jardim Alvorada
19445896 Ferreira / TO",Alagoas,Brasil,1627.12,Ensino Médio,0,Casado,3,Comércio
Pedro Miguel Farias,213.768.594-91,60,21/03/1964,"Fazenda de Teixeira, 97
Alto Das Antenas
02049-667 Cavalcanti Paulista / RS",Tocantins,Brasil,7654.01,Ensino Superior,3,Casado,32,Educação
Thiago Nunes,869.107.342-03,43,06/06/1980,"Vereda Gabriel Gomes, 990
Morro Dos Macacos
22243222 Monteiro Verde / PI",Minas Gerais,Brasil,5864.41,Ensino Médio,3,Solteiro,10,Indústria
Fernando Ferreira,210.795.843-23,30,29/06/1993,"Aeroporto Eduarda Caldeira, 15
Pantanal
32679-969 Barros do Norte / RN",Minas Gerais,Brasil,7229.53,Ensino Médio,4,Casado,2,Tecnologia
Sr. Luigi da Mata,432.815.769-82,32,27/09/1991,"Aeroporto Melo, 631
Vila Real 1ª Seção
05644-908 Farias de Cavalcanti / PA",Paraíba,Brasil,5690.92,Ensino Superior,3,Casado,11,Tecnologia
Laís Fernandes,836.042.759-38,48,26/01/1976,"Trevo Ana Lívia Cunha, 90
Xangri-Lá
63172-250 da Rosa / PR",Pernambuco,Brasil,15379.88,Pós-graduação,0,Casado,20,Educação
Carolina Oliveira,712.543.980-23,29,16/05/1994,"Passarela da Mata
Vila São Rafael
93528-476 Monteiro / TO",Pernambuco,Brasil,7687.22,Ensino Superior,1,Solteiro,7,Educação
Laura Costa,235.479.160-70,43,02/06/1980,"Vereda Yago Santos, 26
Das Industrias I
32260070 da Costa / BA",Minas Gerais,Brasil,13651.7,Pós-graduação,3,Casado,16,Tecnologia
Sra. Ana Beatriz da Cruz,527.013.648-17,47,25/09/1976,"Largo de Sales
Vila Nossa Senhora Do Rosário
60225-113 Fernandes / MA",Rio Grande do Norte,Brasil,6088.53,Ensino Médio,1,Divorciado,2,Educação
Marcos Vinicius Costela,562.487.310-71,26,04/11/1997,"Condomínio Benjamin Nunes, 2
Vila Da Paz
83398523 Rezende de da Luz / PB",Rio Grande do Norte,Brasil,10284.51,Ensino Superior,0,Casado,5,Tecnologia
Juliana Araújo,703.568.219-86,52,01/01/1972,"Passarela Dias, 111
Tupi A
29786189 Jesus / RO",Rio Grande do Sul,Brasil,8725.91,Ensino Médio,1,Divorciado,7,Tecnologia
Lucas Gabriel Castro,690.357.284-83,29,09/04/1995,"Colônia Maria Vitória Lima, 78
Beija Flor
19826782 Ramos de Goiás / MG",Amapá,Brasil,9025.89,Pós-graduação,3,Solteiro,6,Tecnologia
Noah Oliveira,896.304.527-74,64,22/05/1959,"Conjunto de Caldeira, 51
Vila Nova
29527-511 Carvalho das Pedras / PB",Paraná,Brasil,7080.53,Ensino Médio,1,Viúvo,33,Saúde
Otávio Cunha,820.564.731-35,64,20/06/1959,"Viela Pedro Pinto, 320
Vila Da Paz
98536823 Alves / MG",Amapá,Brasil,12571.58,Ensino Superior,0,Solteiro,43,Educação
Pedro Miguel das Neves,063.597.841-57,64,25/08/1959,"Ladeira Cavalcanti, 78
Jardinópolis
05786-051 Nunes de Minas / MS",Pernambuco,Brasil,8537.74,Ensino Superior,0,Solteiro,25,Tecnologia
Manuela da Costa,619.058.742-94,49,16/05/1974,"Rodovia Correia, 6
Serra Do Curral
35598-025 Teixeira do Amparo / PB",Paraná,Brasil,13056.83,Ensino Superior,0,Casado,9,Saúde
João Miguel Freitas,814.503.762-07,24,14/06/1999,"Jardim Melo, 564
Vila Rica
03714-357 Barbosa de Goiás / AC",Pernambuco,Brasil,3031.57,Ensino Fundamental,1,Solteiro,4,Comércio
Maria Eduarda Costela,253.416.978-55,49,13/07/1974,"Morro Freitas, 37
Marmiteiros
94738963 Monteiro do Norte / PB",Amazonas,Brasil,6043.34,Ensino Superior,1,Solteiro,0,Educação
Carolina Gonçalves,480.732.659-74,20,21/01/2004,"Recanto de Ramos, 414
Vila Madre Gertrudes 4ª Seção
37153818 Duarte Alegre / BA",Amapá,Brasil,4769.01,Ensino Médio,0,Divorciado,1,Educação
Enrico Costela,159.063.827-12,41,15/03/1983,"Recanto de Correia, 98
Vila Jardim Montanhes
24855354 Nascimento do Amparo / PA",Pará,Brasil,3625.74,Ensino Fundamental,1,Casado,5,Comércio
Igor Viana,410.986.723-13,43,19/01/1981,"Área Nogueira, 99
Teixeira Dias
58829323 Lopes / AP",Tocantins,Brasil,4070.33,Ensino Médio,0,Casado,4,Comércio
Luiz Miguel Moreira,517.642.890-30,25,14/01/1999,"Lagoa de Costela, 65
Alto Dos Pinheiros
38928-799 da Cunha / MG",Pernambuco,Brasil,6631.8,Ensino Médio,1,Casado,4,Comércio
Pedro Nunes,601.897.524-67,58,01/11/1965,"Pátio de da Paz, 60
Pongelupe
22521-244 das Neves / PA",São Paulo,Brasil,10377.51,Ensino Médio,3,Solteiro,39,Comércio
Melissa Nunes,297.504.186-11,40,03/01/1984,"Fazenda Júlia Viana, 582
Vila Olhos D'água
26373831 Teixeira de Goiás / RJ",Mato Grosso do Sul,Brasil,7325.94,Ensino Superior,4,Casado,11,Educação
Juan da Mata,680.239.547-92,45,15/12/1978,"Quadra de Viana, 66
Lagoa
98940516 Moura / TO",Roraima,Brasil,6147.62,Ensino Médio,1,Casado,3,Saúde
Erick Campos,482.910.576-30,57,21/03/1967,"Estação Alice Pinto, 50
Jatobá
39562856 Fogaça / RR",Santa Catarina,Brasil,4840.51,Ensino Fundamental,0,Casado,13,Educação
João Pedro Costela,925.846.701-94,40,09/05/1983,"Alameda de da Paz, 9
Jardim América
71323006 Vieira Alegre / RS",Rio Grande do Sul,Brasil,5184.05,Ensino Fundamental,0,Casado,15,Indústria
Dr. Murilo Monteiro,154.382.697-00,60,22/09/1963,"Morro Mendes, 18
Vila Nova Dos Milionarios
18145784 da Luz / MS",Espírito Santo,Brasil,5813.06,Ensino Fundamental,1,Solteiro,12,Saúde
João Lucas Barros,049.217.365-61,48,01/05/1975,"Distrito Araújo, 12
Cruzeiro
28001258 da Rosa / MT",Amapá,Brasil,7677.14,Ensino Superior,0,Casado,6,Saúde
Isaac Cavalcanti,413.956.802-05,30,02/04/1994,"Feira Davi Lucca Rezende, 3
São Vicente
26794-012 Cunha do Campo / SP",Paraná,Brasil,4467.0,Ensino Médio,0,Solteiro,4,Educação
Guilherme Peixoto,619.078.534-48,22,21/03/2002,"Passarela de da Luz, 94
Mirante
63141-667 Caldeira do Amparo / MS",Rondônia,Brasil,4382.62,Ensino Fundamental,1,Divorciado,2,Tecnologia
Lucas Gabriel Moraes,456.328.079-83,41,03/07/1982,"Vale Yuri Silva, 89
Vila Nova Paraíso
02029-979 Melo / RS",Espírito Santo,Brasil,8414.56,Ensino Médio,1,Solteiro,17,Saúde
Isabelly Moreira,167.053.982-21,23,05/04/2001,"Pátio de Viana, 24
Taquaril
27137-812 da Cunha da Mata / MG",Tocantins,Brasil,4441.76,Ensino Médio,3,Casado,4,Comércio
Murilo Gomes,917.280.654-02,25,11/04/1999,"Lagoa de Moraes
Tiradentes
53485182 Cunha / PA",Amapá,Brasil,1904.96,Ensino Fundamental,0,Casado,0,Educação
Eduarda Mendes,975.462.810-67,78,31/03/1946,"Largo Moreira, 4
Diamante
38971-660 Barros / MG",Pará,Brasil,8758.36,Ensino Médio,1,Casado,32,Tecnologia
Thiago Araújo,219.583.764-00,49,25/08/1974,"Feira Ana Laura da Luz, 6
Vila Copacabana
78022399 Porto / AM",Mato Grosso,Brasil,2974.29,Ensino Fundamental,3,Casado,9,Tecnologia
Heloísa Jesus,690.857.421-02,22,20/03/2002,"Vila Vitor Gabriel Dias, 62
Vila Olhos D'água
90982631 Dias do Norte / RR",Alagoas,Brasil,3855.5,Ensino Médio,1,Casado,0,Comércio
Esther Moura,562.089.734-65,22,21/11/2001,"Rua Ana Cardoso, 742
Carmo
25889040 da Mota / RO",Mato Grosso,Brasil,,Ensino Médio,1,Casado,2,Indústria
Ana Júlia da Rocha,906.438.715-00,29,13/11/1994,"Esplanada de Cardoso, 78
Minas Brasil
36266880 da Cruz / PI",Bahia,Brasil,3832.29,Ensino Fundamental,3,Solteiro,4,Educação
Sr. Nicolas Araújo,709.481.356-20,29,05/04/1995,"Lago Bárbara Lima
Lagoinha Leblon
49623-903 Rocha de Pires / MG",Amazonas,Brasil,6483.01,Pós-graduação,1,Casado,11,Comércio
Lorenzo Silva,205.186.734-80,54,19/12/1969,"Condomínio Guilherme Lima
Barão Homem De Melo 2ª Seção
07178045 Ribeiro de Minas / AL",São Paulo,Brasil,5045.16,Ensino Fundamental,0,Casado,6,Tecnologia
Srta. Maria Luiza Melo,104.357.698-39,18,09/09/2005,"Distrito de Vieira, 242
Vila Formosa
59849-181 Carvalho do Campo / SP",Goiás,Brasil,6446.45,Ensino Médio,0,Casado,0,Indústria
Catarina da Cunha,703.458.269-65,21,18/05/2002,"Trevo Luiz Felipe Melo
Sion
76000874 da Rocha dos Dourados / CE",,Brasil,2546.2,Ensino Fundamental,2,Solteiro,0,Indústria
Dr. Augusto Costela,268.571.493-64,28,17/02/1996,"Pátio Leandro Jesus, 426
Vila Betânia
66477957 Barbosa / AC",Bahia,Brasil,6432.82,Ensino Superior,0,Divorciado,10,Comércio
Vitor Gabriel Santos,654.089.712-01,43,20/11/1980,"Vereda de da Cruz, 26
Vista Alegre
90641856 Santos / MG",Rondônia,Brasil,13938.8,Pós-graduação,1,Casado,14,Tecnologia
Luiz Miguel Ribeiro,796.054.831-57,39,12/08/1984,"Viela de Cavalcanti, 243
Teixeira Dias
63787-789 Costa do Sul / RS",Rondônia,Brasil,10018.01,Ensino Médio,3,Solteiro,15,Tecnologia
Catarina Novaes,608.372.514-35,41,27/02/1983,"Colônia de Costa, 835
Itapoa
38775267 Gonçalves / RN",Paraíba,Brasil,6504.73,Ensino Superior,0,Casado,23,Comércio
Henrique Ramos,408.617.935-01,23,06/08/2000,"Recanto de Moreira, 8
Tupi A
84511778 Nunes / RN",Mato Grosso do Sul,Brasil,3400.57,Ensino Médio,3,Casado,3,Saúde
Lorenzo Pereira,914.750.826-49,22,04/11/2001,"Loteamento Martins, 988
São Francisco Das Chagas
48218897 Monteiro / MA",Roraima,Brasil,3643.18,Ensino Médio,0,Casado,4,Indústria
Davi Luiz da Mota,742.539.081-79,23,24/06/2000,"Favela Lucas Santos, 93
Candelaria
88418-978 Lopes / PI",Espírito Santo,Brasil,2705.89,Ensino Médio,0,Casado,4,Educação
Dra. Kamilly Correia,052.139.746-43,36,11/12/1987,"Travessa Alícia Sales, 57
Vila Betânia
48867917 Gomes / PI",Pernambuco,Brasil,4918.84,Ensino Médio,0,Divorciado,2,Tecnologia
Dr. Davi da Mota,034.875.126-53,46,09/12/1977,"Fazenda Pires, 92
Vila Engenho Nogueira
36124-394 Nascimento Grande / PR",Distrito Federal,Brasil,12463.34,Ensino Superior,4,Viúvo,25,Comércio
Murilo Novaes,806.327.154-80,18,03/07/2005,"Alameda de Novaes, 421
Embaúbas
51550-899 Vieira / TO",São Paulo,Brasil,3427.62,Ensino Médio,3,Casado,0,Comércio
Helena Cardoso,764.039.251-99,36,19/03/1988,"Jardim Novaes, 18
Vila Copasa
79616-208 Cunha / TO",Maranhão,Brasil,3531.37,Ensino Fundamental,1,Solteiro,1,Educação
Sarah Cavalcanti,156.394.072-80,21,03/09/2002,"Largo de Lopes, 56
Vila Cemig
07303-612 Rodrigues das Pedras / RJ",Acre,Brasil,5278.09,Ensino Médio,1,Divorciado,3,Indústria
